index,title,topic_idx
10928,홍콩이 탄압받으면 헤일리 전 유엔대사가 다음 대만에 있을지도 모릅니다,4
10929,어디든 갈거야... 인도 정글에서 외딴 섬까지 100만개의 투표소 설치,4
10930,"문 대통령, 평양 정상회담 방명록 작성",6
10931,박 대통령 오늘 귀국…거부권 대결 정국 해법 주목,6
10932,이석수 특별감찰관 감찰 유출 의혹으로 사퇴,2
10933,"김병준, 공공부문 일자리 왜곡…서울도시철도 빙산의 일각",2
10934,SKB 2.5기가 인터넷 국내 최초 상용화...10기가 시대 시작,0
10935,매년 가을 슬럼프에 빠진 다저스 외곽의 게릿 콜을 미국 언론이 잡아야 합니다,5
10936,"웅진코웨이, 특징주 전매 결정 급락...중장 저점 경신",1
10937,"페이스북 워룸, 미국 중간선거 7주 앞두고 가동",0
10938,손석희 부정 취업 청탁·협박…폭행 혐의,2
10939,"브렉시트 현실화 조짐…투표율 75%로 51.6% 철회, 금융시장 패닉 4차례 보고",4
10940,남북미 평화프로세스 흔들림 없는 추진을 위한 문 대통령의 선의의 조치,6
10941,주예루살렘 미국대사관 1년…못말리는 팔레스타인 비극,4
10942,코바코 2분기 광고 시장 호황 전망,1
10943,집권 2년차 청와대,6
10944,"RFE, 헝가리서 27년 만에 방송 재개…독재 논란으로 오르반 체포",4
10945,현대카드 직급체계 간소화…수평적 기업문화 확산,1
10946,문 의장은 성탄절 전에 본회의를 열어 민생법안을 우선 처리해야 합니다,6
10947,(주)대성에너지 모바일 도시가스 현장사업,0
10948,여당 비상대책위원장이 아니라 국민의당이 장례위원장을 맡아야 합니다,6
10949,스페인 우파 대규모 집회…카탈루냐에 더 이상 양보 안 함,4
10950,한 번 충전하고 하루 종일 쓰는 노트북…삼성과 LG 배터리 경쟁,0
10951,캠버마 카운트다운...야당 대표 귀국 실패,4
10952,한국도로공사 공식기록 vs 봄배구 GS칼텍스 패기,5
10953,"충청북도, 칭다오·삿포로…관광객 유치 위한 주류축제 개최",3
10954,"국토교통부, 대형공사 현장 전격 점검…3곳 현장 공사 중단",2
10955,V50 씽큐 구매시 페이백…이동통신사 5G 불법 보조금 살포 전쟁,2
10956,어제와 오늘 상파울루에서 열린 한국 보석 전시회,3
10957,초강력 태풍 링링이 오후 2시 30분 북한 황해도에 상륙했습니다,3
10958,"네이버, 이스라엘 기업에 자율주행차 핵심 센서 개발 투자",0
10959,손흥민 19호골 8.64로 팀 내 두 번째로 높은 득점,5
10960,카카오와 DB손해보험 카카오톡 챗봇 개발 협약,1
10961,KT M모바일 알뜰폰 이용 및 항공 마일리지 적립,0
10962,SK텔레콤 실속형 갤럭시S8 실구매 혜택,0
10963,"최태웅 현대캐피탈 감독, 새 외국인 후보 2명으로 압축",5
10964,그래픽 전국 일몰 및 일출 명소,3
10965,강력한 베스트셀러 추세 속에서 펭수 다이어리에 대한 관심,3
10966,이동통신 3사 연말 해피뉴이어 메시지 및 전화관리 시스템 진입,0
10967,김연경 교통정리…네덜란드·아르헨티나 원정 불참,5
10968,전창진 전 KBL 감독은 대법원에 남아 리그 소속으로...,5
10969,DSR 하한가 또는 거부 높은 대출자 한도...10월엔 더 엄격해질 것,1
10970,"서울시, 비정규직 방송 화두…외국인 90% 이상 정규직",2
10971,지난해 상장사 외형 성장했지만 이익 부진... 112조원 순이익,1
10972,여자농구 KEB하나은행 삼성생명 4쿼터,5
10973,진보개혁 성향 김의겸 전 신문기자…최순실 독점명세 종합,6
10974,소니 엑스페리아XZ1 컴팩트 오는 17일 국내 출시…69만9000원,0
10975,민주당 인사추천委 설치 불가…당헌에 추천권 원칙만 반영,6
10976,작년 실적 부진으로 인한 피처 주식 신규 자존심 하락,1
10977,잊어버리면 수입차 배출가스 조작 가능... 이번에 적발된 FCA,2
10978,멕시코에 울려퍼질 아리랑…17일 야외 대공연,3
10979,사우디서 카슈끄지 사건 첫 재판…검사 5명 사형 구형,2
10980,이인영 조국 청문회 가족 증인 채택 및 일정 재연,6
10981,카카오톡 자정부터 28분간 작동 안...이용자 불편 호소,0
10982,"OK저축은행 레오, 종아리 근육 손상…한 달 공백",5
10983,나이지리아의 시위자 폭력이 의회 건물을 폐쇄합니다,4
10984,"교황, 아라비아반도 첫 방문 앞두고…예멘 휴전협정 준수 촉구",4
10985,조국 수사권 조정안 보완 필요성 지적…검찰 내 공유도 요청,6
10986,백악관 출입구에서 총격 사건 발생…대규모 폐쇄 조치 두 단계,6
10987,"민주노총, 불법고용 해결 위해 광주시청 점거…갈등 없어",2
10988,이번엔 트럼프 유세장에서 성추행과 후추 스프레이 의혹으로 논란이 일고 있습니다,4
10989,"이계문 서민금융자원 부족...정부·금융사, 금융지원 늘릴 것",6
10990,네이버 뉴스 편집 손을 놓고…검색 위주로 재편,2
10991,"러시아 외무부 차관, 나토와의 협력 중단…나토가 먼저 거부",4
10992,제2회 아트아시아 개막…초회 우승한 젊은 작가들 주목,3
10993,트럼프의 압박에도 불구하고...지난달 7만6000명 이상의 이민자들이 미국 국경을 넘었습니다,4
10994,문 대통령 연내 답방 가능성 공개 언급…김정은 결단 내려나,6
10995,브라운 더블 KCC 단독 2위… 전자랜드 3연패,5
10996,"중국의 우주 영토 확장 큰 걸음…한국, 무인 발사체 개발",0
10997,프로야구선수협회 2군 및 저임금 선수 재활 무료 지원,5
10998,미국의 음악 인류학자가 60년대 한국 전통음악을 기록했습니다,3
10999,전국 흐리고 곳곳 비…태풍 간접 영향 3일 강한 비바람,3
11000,,0
11001,전국이 맑은 날씨지만 14일은 대부분 지역의 오존 농도가 나쁨 수준입니다,3
11002,"트럼프, 무역장벽 강화 전망...상계관세 동일 부과",4
11003,공공디자인 창작보수 기준 마련…공공디자인 포럼,2
11004,인천·강화군 한파특보 취소…내일 아침 5도,3
11005,동독의 기억... 독일 대학 정부가 후원하는 동독 연구,4
11006,"박 대통령, 사적인 관계도 못 믿고 눈치도...사실이 아닙니다",6
11007,"남북 정상, 판문점 선언 남측 수행단 인사",6
11008,메리츠종금증권 주당 230원 배당 결정,1
11009,"문 대통령, 계엄령 문건 관련 독립수사단 구성 특별 지시",6
11010,미국산 쇠고기 EU 수출 대폭 확대...대서양 무역 갈등 진정,4
11011,"방송통신심의위원회, 지난 5년간 8,777건 온라인 게시글 작성",2
11012,5G로 차량·도로 정보 연결…LGU 자율협력주행 시연,0
11013,제17호 태풍 타파. 타파의 길,3
11014,NBA 클리블랜드 반격… 인디애나전 2승 2패,5
11015,"이란 최고지도자, 적들의 작전 격퇴해 이란 불안정화",4
11016,"KIST 창립 51주년, 글로벌 연구소로 거듭나다",2
11017,코스닥 16년 만에 900선 돌파…코스피도 2520선 탈환,1
11018,추위 풀리면서 한파특보 일부 해제...수도권 퇴근길,3
11019,블루 다얀의 서울 야유 vs 잘 모르겠어요,5
11020,코스피는 16.76p 0.68pct 상승한 2492.40에 마감했습니다,1
11021,건설사들의 8월 주택 사업 전망은 여전히 흐립니다,1
11022,"추신수, 9회 대타 삼진",5
11023,그래픽 2018 코스피 및 코스닥 동향,1
11024,"산업은행·기은 전국경제인연합회 다음주 탈퇴…금융기관 철수 계속될 듯, 종합 2단계",1
11025,카메룬에서 아시아와 유럽 선원들을 태운 선박이 납치됐습니다,4
11026,홈쇼핑에 대한 책과 강의를 확인하세요,3
11027,"소설가, 성공한 사업가…김준성 10주년 서곡 출간",3
11028,삼성페이 국내 누적 결제액 10조원 돌파,1
11029,문학으로만 말하던 최인훈 작가 별세,3
11030,정경심 공소장 변경 불허 이유는...기본적인 사실 변경,2
11031,네이마르 탈세·형사처벌 피해…브라질 법원 사건 종결,4
11032,반난민 헝가리 총리 교회에서 유럽 의회 캠페인,4
11033,네이버 통장 나와...주식·보험·신용카드 등 금융업 활황,1
11034,"군 백령도·연평도, 북에 맞서…종합실사방문",6
11035,감기 조심하세요 대구·경북 봄바람 쌀쌀… 체감온도 하락,3
11036,황병기 가야금 클래식홀 공연,3
11037,"그래픽네이처 세계연구소, 2017년 평가 발표…서울대 국내 1위, 세계 70위",2
11038,K리그 최다승팀 성남 암흑기 거쳐 1부리그 재진입,5
11039,,4
11040,포퓰리즘 포르투갈 노선 유럽서 조용히 싹쓸이…총선서 집권 사회당 승리,4
11041,평창 동계 올림픽을 여행하는 그래픽 럭셔리 로봇,0
11042,홀디스플레이 탑재 갤럭시A9 프로 출시…59만9500원,0
11043,"강서구, 전처 살해 용의자 검거…증거인멸·도주 속보",2
11044,부산 시티투어 2층 버스 기장 관광지 운영,3
11045,KT 지스타 배틀그라운드 모바일 챌린지에 5G 적용,0
11046,갤럭시노트9 vs 새 아이폰…하반기 스마트폰 대전 본격화,0
11047,월드컵에서 달려와 눈물 흘렸던 태극전사들을 생각하며...,5
11048,미국 슈퍼 화요일 민주당 흑백 투표…공화당 남부 과반 득표,4
11049,지역 대학생과 학부모의 가장 높은 가치는 가정의 행복입니다,2
11050,모레까지 전국적으로 맑은 가을 날씨...동해안은 흐리고 내일까지 비가 내리겠습니다,3
11051,VR 봅슬레이와 AI 해석…평창올림픽 첨단기술 체험,0
11052,멕시코 에르난데스는 오늘까지 월드컵을 즐기며 한국전을 준비했습니다...,5
11053,경기 침체로 모처럼 반가운 소식…7월 수출 0.7% 증가,1
11054,"갤럭시노트7 어떻게 해야 하나…환불·환불 물량만 500,000대",0
11055,"다주택자 주택 매각, 종합부동산세 인상·대출 긴축…종합 고강도 대책 마련",1
11056,게시판 미래에셋대우 10개 기관 핀테크 업무협약,1
11057,LGU+SKT 공정거래위원회 제소…이마트 휴대폰 대리점에 덤핑,1
11058,소니코리아 무선 노이즈 캔슬링 헤드폰 WH1000XM3 출시,0
11059,MLB 다저스 하퍼 대신 폴락과 계약... 4년간 5500만 달러,5
11060,"중국, 유엔 제재 속 랴오닝성 전진기지 활용 가속화",4
11061,"한진그룹건설 LA 최고급 호텔, 근로자 추락 사망",4
11062,데코,1
11063,식중독균으로 암세포 사멸…쥐 실험 효능 확인,0
11064,"박 대통령, 협치·화합에 이어 조직개편 카드 만졌습니다",6
11065,최태웅 가장 고마운 선수 이승원 눈물,5
11066,"아르헨티나, 미국계 헤지펀드 부채 93억 달러 상환",4
11067,권성동 보복범죄 3년새 47% 급증...대책은 소극적,2
11068,"LG전자, V50 씽큐 발표… 잠실야구장 외야 조명탑 옥외광고",1
11069,"문 대통령, 4개월 만에 만나…막혔던 정국 풀릴까",6
11070,터키 오일 레슬링 축제 보러 오세요,4
11071,한국투자,1
11072,영하 250도 극저온 측정 효율 향상 저온센서 장치 개발,0
11073,"SK텔레콤, 와이파이 4배 빠른 상용화…최대 4.8Gbps",0
11074,영토나 군사력이 아닌 연결성은 미래의 세계 질서를 결정하는 힘입니다,2
11075,악수하는 여야 지도부,6
11076,무등산에서 올해 첫 얼음 관찰하기,3
11077,"동영상 콘텐츠, 자살 장면 묘사 조심해야...민관 가이드라인",2
11078,여자농구 502경기 출전 허윤자 삼성생명 은퇴,5
11079,"넥센 박병호, 서건창 부상 치료 위해 18일 일본 방문",5
11080,DMZ 대성동 5G빌리지 방문 외신기자단,0
11081,금융 안정성 지수 동향,1
11082,과르디올라 아궤로 판매 안해... 서너명 추가 모집 협상 진행 중,5
11083,"장강명의 소설 ""최후의 밤"" 혹은... 무대 위에서",3
11084,팬들의 귀환을 잡으려는 태극전사들은 경기와 분위기가 좋을 것입니다,5
11085,마흔 살의 싱글 출산이라는 새로운 시집,3
11086,넥센 퓨전 짬뽕 브랜드 니퐁 내퐁과 스폰서 계약,5
11087,커쇼 3홈런 이후에도 15승…다저스 시즌 99승째,5
11088,순결의 세계는 어떻게 파괴되었을까... 새로운 커뮤니케이션,3
11089,캠코 용인 단독주택 등 997억원 규모 압류재산 공매,1
11090,버틀러를 모집했습니다. 필라델피아는 울었고 미네소타는 버틀러를 비웃었습니다,4
11091,봄 배구 탈락 코치들의 운명... 재계약으로,5
11092,페이스북 개인정보 불법 수집 혐의를 받는 기업이 실제로 뇌물 조작을 시도했습니다,2
11093,"H.M.의 두뇌 싸움, 하루를 새롭게 시작하는 남자",0
11094,폼페이오 장관은 튀르키예와 시리아 쿠르드족 모두에게 좋은 결과를 얻을 수 있습니다,4
11095,연천 영하 4.3도...경기북부 한파특보로 출근길 추위,3
11096,화성에 있는 두 개의 위성이 천문학적인 충돌로 태어났습니다,0
11097,LG 박용택이 고척돔 천장 맞고 페어지역에 빠졌지만 파울,5
11098,북한 날씨 대체로 맑음…양쪽 모두 10m 안팎 강풍,3
11099,4년 넘게 할 수 없어…인권위 권고 거부,2
11100,"네이버 V LIVE, 가수 유망주 홍보 채널 신설",3
11101,"U20 월드컵 축구 수도 수원 열혈 응원전 30,034...",5
11102,"우리은행 박혜진, 여자농구 5라운드 MVP",5
11103,지난해 독일의 무기 수출은 10조원... 전년의 두 배,4
11104,예술적 사랑에 미친 신간 말레이시아 슬라마다탄,3
11105,세월호 당시 의무실장과 간호장교에 대한 진료는 없습니다,6
11106,"미래에셋대우, 해외선물시스템 트레이딩 서비스 API스퀘어 오픈",1
11107,최지만 3경기 연속 타점…2루타로 멀티히트,5
11108,자유한국당 충북도당 수치는…도의원 8명 공천 신청자가 한 명도 없습니다,6
11109,위클리 스마트 99년 만의 개기일식…어떤 모습일까,4
11110,"테크윙, 반도체 검사장비 28억원 공급 계약",0
11111,백만 명 이상의 조사관들이 온라인 대화를 조사했습니다,2
11112,"SKT, 반려동물 전용 웨어러블 T펫 업그레이드",0
11113,그래픽 신혼 통계 결과,2
11114,휘발유를 사는 것이 더 싼 사람은 누구입니까,1
11115,강화군 등 인천지역 대설주의보 확대…3.8cm 무더기,3
11116,주말N여행 강원도 숯옥수수 하모니카와 무궁화 꽃길 120종,3
11117,이란은 국제원자력기구(IAEA) 미국 행정부 아닌가…이란 핵사찰 개입 경고,4
11118,"홍용표, 한반도·동북아 평화재단 관련 속보",6
11119,배구 전설에서 대표팀 사령탑으로 추락한 김호철 감독,5
11120,"아스널 공격수 산체스, 첼시의 주급 2배 달성",5
11121,"여당, 박 대통령 탄핵·철회론 분열…분당 위기 현실화",6
11122,키움증권 한국전력 1분기 실적 개선 기대,1
11123,"NPDI 북한 핵실험, 국제 군축체제에 큰 도전",6
11124,현대제철 하반기 공모…20일까지 접수,2
11125,산 채로 매장된 인도 신생아 소녀가 극적으로 구조되었습니다,4
11126,NC 최성영 선발 데뷔전 승리…SK전 5이닝 무실점,5
11127,남북 정상이 평양공동선언 공동선언 발표를 마쳤습니다,6
11128,"트럼프, 방위비 분담금 더 내기로 합의…포괄적 3단계 협상 개시",4
11129,대신증권 롯데정밀화학 2분기 실적 개선...목표주가 ↑,1
11130,옛 동독 선거에서 극우정당 집권당을 제치고 2위 시민 불만 접수,6
11131,"KTB인베스트먼트 백보드 가격 인상...포스코, 베스트오스트레일리아스틸㈜",1
11132,추석 연휴 가볼 만한 도시 여행지 10선…도시재생 역사 속으로,3
11133,올림픽 드레스를 입고 공연하는 삼지연 오케스트라,3
11134,"YTN New ITZY 변상욱 앵커, 시청자 맞춤형 뉴스 구현",2
11135,랜섬웨어 공포 IT 강국 위상 흔들려…2차 피해 우려 고조,0
11136,연이은 각 지역 한인회장 교체로 새바람 기대,2
11137,남북연락사무소 추진단이 내일 개성공단을 방문해 시찰할 예정입니다,6
11138,소 잃고 외양간 고치기 페이스북...개인정보 절대 안팔아,0
11139,"박지원, 김종인 따로 호남참사 책임",6
11140,운동선수 병역특례 확대 찬성·반대 의견 진짜 계량기,5
11141,제 딸이 어머니에게 흉기를 휘둘렀습니다... 그는 가족 정신병의 병력이 있습니다,2
11142,"감동적이고, 경험하고, 느끼는 예술 이곳은 미술관입니다",3
11143,한국의 무시 vs 현실적…풀사이드 한미정상회담 엇갈린 해석,6
11144,신상품 국채선물 인버스 ETF 3종,1
11145,오늘 박 대통령 경청 모드…국정 반전 기회 잡아야 하나,6
11146,프로배구 거포 산체스도 추락 위기…교체 가능성 50,5
11147,코스타리카 원주민 토지 권리 운동가 집에서 살해... 15발 공격,4
11148,북-미 대화 재개되면 문 대통령의 방북은 큰 의미가 있습니다,6
11149,국내 성인자산 평균 2억원…서유럽과 비슷한 수준,1
11150,2017 평창동계음악제 개막무대,3
11151,전국 장맛비…중부지방 모레까지 최고 250mm 폭우,3
11152,"광주전남 보도사진전, 전남도청서 개막",3
11153,정무위 청와대 별관회의…자료 제출 거부로 두 차례 유보,6
11154,게시판 LG전자 LG V50 ThinQ 괌 참가자 모집,0
11155,"말레이시아 언론, 위기에 처한 일대일로 재추진 합의",4
11156,폴란드 지진으로 광산 붕괴…9명 실종,4
11157,"탬파베이, 6년 만에 AL 디비전시리즈 진출...최지만, 1타수...",5
11158,따뜻한 주말 놀이공원과 스키장은 붐비고…바다 앞 바다 수영,3
11159,유럽의회 차기 지도자 반EU 헝가리 총리 회담,4
11160,춘천 MBC 다큐멘터리 골목극이 휴스턴 국제영화제에서 2관왕을 차지했습니다,3
11161,이번주 박정현 대통령 등 새 지도부 면담,6
11162,"3년간 창조경제…1,000여개 스타트업과 판교밸리 안착 성과",1
11163,"유안타증권 코스메카코리아, 비용 부담 확대…대상은 ↓",1
11164,"박항서 베트남 영웅코치, 조국 한국 사랑 당부",5
11165,"어렵다 총선 위기감…국민평화연대, 친문까지 이인영 지지",6
11166,흥국화재,1
11167,"유진투자의 코웨이 수익 비트, 목표주가 하락",1
11168,아이폰X 이달 중 국내서 만나...24일 출시,0
11169,시리아 최악의 혼란…알레포 공격으로 500명 이상 사망,4
11170,다저스 컵스전 21승... 완패,4
11171,삼부토건 대표이사 직무집행정지 가처분 신청,2
11172,"퍼머텍코리아, 주당 약 5.6주 무상증자 결정",1
11173,당정은 오늘 조선·해운업 구조조정 방안을 논의했습니다,1
11174,한진해운 79척 어수선…주중 10개국 압류금지 신청,2
11175,황 총리 개헌 논의는 국력 분산...사회적 공감대 형성해야,6
11176,예멘 반군은 여전히 사우디 석유 시설을 목표로 합니다,4
11177,BGF리테일 1분기 영업이익 262억원,1
11178,미국 뉴욕 주 3월 1일 유관순의 날,4
11179,미래에셋대우 KB금융 4분기 실적 부진...목표주가 ↓,1
11180,"여수 이순신광장, 거북선 계단 파손…현 상황 5명 중 5명",2
11181,"문 대통령, 오늘 과학기술자문회의 주재…혁신성장 가속화",6
11182,남북한 여자 복식 대표팀,5
11183,"북한, USB·USIM 칩 등 메모리 장치 등록제 실시",6
11184,"논란이 된 국회 법안, 정부로 이송…다음 달 7일까지 입법예고 여부 결정",6
11185,"21일 여자부, 29일 남자부, 순천서 배구컵대회 개막",5
11186,정부 남북대화 문 열려…北 신년사 통해 입장 표명,6
11187,"정일문 한국투자공사 사장, 차별화된 해외주식 서비스 개발",1
11188,스페인 11회 연속 월드컵 본선 진출…이탈리아 PO행 종합,5
11189,원작 리니지는 모바일게임... 베일없는 리니지M,0
11190,"웨이모, 우버 기술 도용 입증을 위한 주요 증거 공개",0
11191,내년 공공부문 SW·ICT 장비 수요 4조1000억원…7.3% 증가,1
11192,"출국 전 마지막 평일... 봉합인가요, 아니면 강경 고수인가요",6
11193,비예나 빼고...남자배구 최대 화두는 토종 경쟁력,5
11194,반도체 검사장비 22억원 공급 단일시험 계약,1
11195,그래픽 인터넷 DA 및 비디오 광고 판매 현황,1
11196,이달 초 분쟁조정위원회에서 키코 금융감독원장 분쟁…거리 좁혀,2
11197,광주 일병 의혹을 받는 국장급 공무원에 대한 검찰의 사전영장 청구,6
11198,,2
11199,,2
11200,위메이드 지난해 연결기준 영업이익 41억원...흑자 반전,1
11201,조성진 재능기부…국내 첫 학교 콘서트 학생들 응원,3
11202,중동 정세의 긴장 속에서 중국의 왕은 판도라의 상자를 미국에 개방하지 않습니다,4
11203,"류현진, 7년 만에 한국 이름으로 등판…양키즈전 6년 만에 등판",5
11204,MWC 2018 핸드메이드 갤럭시S9 보고 감동...삼성 언팩 스페셜 게스트,0
11205,서해수호의 날에 국가안보당 대표가 참석하지 않은 것은 유감입니다,6
11206,"캠코, 1152억원 규모 압류재산 공매",1
11207,그래픽 네이버 모바일 최초 화면 개편 콘텐츠,0
11208,대관령 영하 21.7도...낮 최고기온 영하권,3
11209,"튀르키예, 지난달 알바그다디 친인척 포함 IS 용의자 238명 체포",4
11210,한국경제의 길을 묻다 ㅠㅠ 혁신벤처기업의 전성기가 다가오고 있습니다,1
11211,"레이커스 제임스, 한 번의 구기 경기에서 트리플 더블을 달성했습니다",5
11212,"홍남기, 내년 1분기까지 최저임금 결정구조 개편 방안 속보",6
11213,SKT 휴대폰 상담 및 개통 서비스,0
11214,"한화, 35개 학교 소외계층 학생 및 가족 1,50명 초청",2
11215,유엔 제재 주도 개성공단 한달간 폐쇄…남북교류 올스톱,6
11216,Gamevil War of Crown 누적 다운로드 100만건 돌파,0
11217,"유진투자 미국 FOMC, 이번엔 금리 인하 강력한 조짐 보이지 않을 것",1
11218,대전기상청 3~4월 강수량 평년보다 많아,3
11219,트리 박사와 물고기 박사의 자연 이야기,3
11220,"LGU, 수백만 건 도박성 스팸 발송…방송통신위원회 조사 의뢰",2
11221,국고채 금리 한꺼번에 올라...3년 만기 연 1.430%,1
11222,현대자동차 2018 쏘나타 뉴라이즈 택시 판매,1
11223,10대 기둥 일본에 역전…한국 여자배구 본선 진출 실패,5
11224,헝가리 부다페스트 봄 축제에 최고로 초대된 사람들,4
11225,북극의 풍경,3
11226,"도이체방크 CEO 페이, IB 화이트 플래그 물결 속 투자 예정",1
11227,"이효성 회장, MWC 삼성전자 부스 방문",1
11228,농림축산식품부가 방문한 경마협회장,2
11229,,1
11230,튀르키예 중앙은행 총재 전격 교체…금리 인하를 두고 정부와 갈등,4
11231,신나는 도자기 흙 밟기 체험,3
11232,대통령·국무총리 임종석 환송만찬…북측 대표단 예우,6
11233,장기하와 그녀의 얼굴들은 해체 전 매진된 지난 공연에 한 번 더 추가되었습니다,3
11234,이번 올림픽은 녹화가 아닌 생중계... 300대의 인텔 드론이 만든 수호,0
11235,"LA 오토쇼 막 등장...대형 SUV, 북미 공략 신차",1
11236,"이해찬, 야당에 판문점 선언 비준 설득",6
11237,네 아버지의 어머니는,3
11238,내일 마지막 공직선거 정책토론회…정치 분야 자유토론,6
11239,갤럭시노트8 내달 15일 출시 예정,0
11240,"무디스 롯데쇼핑, 신용등급 Baa3로 하향 조정",1
11241,에티오피아 블랙박스에서 발생한 737 맥스 8 추락 사고의 유사성 점검,4
11242,KCC 하승진 컴백 카운트다운…정상 훈련 소화,5
11243,"화가 난 그리스, 튀르키예는 국기 게양 문제로 다시 으르렁거립니다",4
11244,통신 3사 아이폰11 사전예약 통신 3사…보험 등 신규 출시,0
11245,이스라엘 집권당 리쿠드당 경선 시작…네타냐후 재신임 전망,4
11246,연소득 5000만원 이하라도 월세를 저금리로 빌릴 수 있게 됩니다,1
11247,"KBS 양승동 사장 39년 동결 수신료 환수, 장기 과제 종합 보도",2
11248,한화인베스트먼트,1
11249,"에르도안 한트케, 인종차별주의자...인권침해에 노벨상 수여",4
11250,조성진 피아노로 이웃돕고...내년 전국투어,3
11251,소리길 간이발전시설,3
11252,동일계열회사의 자기주식 취득결정에 대한 신고가액,1
11253,김종인 후보 선거운동 이제 당 결정…문 후보의 종합적 딜레마,6
11254,"정치개혁특별위원회, 자유한국당 반발 속 활동기간 연장 추진",6
11255,Gold Ridge 망간단 해저의 해양생물 보고,0
11256,LG전자 V30 공개행사 초대장 발송...고성능 카메라 강조,1
11257,김진표 국무총리 카드는 시민사회 반발 변수…법부터 임명할 것 같습니다,6
11258,"박지현 20점...한국, 인도네시아, 아시아 U18 꺾고...",5
11259,신태용 감독 조만간 거취 결정해 월드컵 계약 종료…평가 시작,5
11260,"SK텔레콤, 20만원 대화면 스마트폰 갤럭시와이드2 출시",0
11261,"만약 당신이 이슬람 율법을 믿는다면, 당신은 미국의 이슬람 시험으로부터 깅리치를 추방해야 합니다",4
11262,북한 최초 청각장애 유치원 개원…독일 NGO 지원으로 VOA,6
11263,평일에 즐기는 문화생활,3
11264,NC 박민우 아름다운 선거 홍보대사 위촉,5
11265,게시판 과학기술 한림원 튀르키예 한림원 합동 심포지엄,0
11266,3년간 야구장 안전사고 590건…각 응급시설 마련,5
11267,갈랜드 미 연방대법관 지명자는 중도 성향의 일방적인 변호사입니다,4
11268,BNK금융지주 1분기 영업이익 2478억원…12.8% 감소,1
11269,검찰 비선실세 최순실 구속영장…직권남용 공범·사기미수,6
11270,"아가메즈, 8점 서브…우리카드 시즌 첫 승",5
11271,"안보리 결의 6개월 北군사도발 마이웨이, 대북제재 비웃기",6
11272,기상청 북한 인공지진 규모 4.8…3차 핵실험과 비슷한 수준,6
11273,남자농구 원정 13일 요르단…월드컵 2차 예선 시작,5
11274,"조명균, 김정은은 중국에서 우리 측과 사전 교감을 나눴습니다",6
11275,그리스 이도메니 난민촌 폐쇄 절차…다른 수용소로 분산 배치,4
11276,탄핵 정국의 비서실장을 맡았던 유정복 시장이 일정 일부를 취소했습니다,6
11277,장애인올림픽 모닝콜…기온 평년보다 소폭 상승,3
11278,원점으로 간 출판진흥원장 당선…후보자 재산 문제로 사망,2
11279,남북통일농구대회 앞두고..,6
11280,전국의 주택수와 소유자수의 통계적 현황,1
11281,게시판 SAP코리아 CMO캠퍼스와 디지털마케팅 업무협력 MOU 체결,1
11282,전 수단 독재자 바시르는 시위자들을 살해한 혐의를 받고 있습니다,4
11283,중국의 바이두-화웨이 인공지능 협력,4
11284,"장병철 한국전력 감독, 최태웅과 맞대결 예상",5
11285,"과학기술정보통신부, GSMA 5G 융합서비스 분야 업무협약 체결",2
11286,정부출연연구기관 간접고용 근로자 정규직 전환해야,6
11287,과학기술정보통신부는 내일부터 세종 이전을 시작합니다,2
11288,황희찬 시즌 6호 골…잘츠부르크 유로파 본선 청신호,5
11289,,4
11290,"북한, 한미훈련 전면 공세 위협…국방위원회 성명",6
11291,"원·달러 환율, 미국 금리 인상 속도 우려에 14.2원 급등",1
11292,골드만삭스 한국은행 금리인상 7월로 연기 전망 → 10월,1
11293,나만의 도자기 만들기,3
11294,DB금융투자 CJ CGV 4분기 실적...대상은 ↑,1
11295,"사우디와 UAE, 예멘 내전 갈등설 일축…공동선언 발표",4
11296,아이폰X 조기 단종설에 부품주 급락,1
11297,서울 아파트값 전방위 상승…30주 만에 최대 상승,1
11298,,1
11299,아시안게임 남자농구 클락슨 필리핀 꺾고 4강 진출...,5
11300,,4
11301,라니에리 국장 낭트행 임박… 걸림돌은 나이 제한 규정,5
11302,NBIoT 단말기 기술 정보,0
11303,조정래는 서점 주인이 뽑은 올해의 작가입니다,3
11304,"북한, 정밀공습작전 공개…공격적인 전쟁 야망 표출",6
11305,차세대 소형위성 발사 성공…종합 정상궤도 진입·운용,0
11306,금융위원회 미·중 무역분쟁 직접…대비 철저히 해야,1
11307,신한금융투자 국내주식형펀드 내달 순유입 예상,2
11308,손흥민 겐트 상대 양팀 최저 득점…5.95,5
11309,대북 제재 앞두고 북한 사상 무장 독려…가장 강력한 무기,6
11310,하나투어 해킹 회원 정보 유출…관계당국 조사 받고 있다,2
11311,트럼프의 명패인 미국 할리우드 명예의 거리가 잇따라 몸살을 앓고 있습니다,4
11312,"CMB, 전국 11개 방송국 단일 법인으로 합병",2
11313,민주평화당 의원들이 대화하고 있습니다,6
11314,네이버 수장으로 이해진 내정 안타깝다…30년 전 일,1
11315,위기에 처한 MBN 평일 오후 보도 자료,2
11316,KT 1분기 매출과 영업이익 2년 연속 동시 증가,1
11317,가을야구 KBO WC 미디어데이 개막 15일,5
11318,올림픽 응원 가족 나들이 고요한 설 연휴…고속도로 정체,3
11319,이마트가 발굴한 중국산 스타 상품이 싱가포르에서 판매됩니다,1
11320,김정숙 여사는 오늘 아세안 3개국 유학생들과 간담회를 가졌습니다,6
